3.116669999999999874e+01,1.214667000000000030e+02
2.312879999999999825e+01,1.132590000000000003e+02
3.990500000000000114e+01,1.163914000000000044e+02
2.253500000000000014e+01,1.140540000000000020e+02
3.299869999999999948e+01,1.125292000000000030e+02
3.886710000000000065e+01,1.154844999999999970e+02
3.066000000000000014e+01,1.040632999999999981e+02
3.506060000000000088e+01,1.183425000000000011e+02
3.914670000000000272e+01,1.172056000000000040e+02
3.804220000000000113e+01,1.145086000000000013e+02
3.362500000000000000e+01,1.146418000000000035e+02
3.661160000000000281e+01,1.144894000000000034e+02
3.671670000000000300e+01,1.190999999999999943e+02
3.058719999999999928e+01,1.142881000000000000e+02
3.523329999999999984e+01,1.154333000000000027e+02
2.582920000000000016e+01,1.149335999999999984e+02
3.426100000000000279e+01,1.171859000000000037e+02
2.819869999999999877e+01,1.129709000000000003e+02
3.289860000000000184e+01,1.158045000000000044e+02
3.539999999999999858e+01,1.165666999999999973e+02
2.304749999999999943e+01,1.137493000000000052e+02
3.666669999999999874e+01,1.169832999999999998e+02
2.302919999999999945e+01,1.131055999999999955e+02
2.956279999999999930e+01,1.065528000000000048e+02
4.389999999999999858e+01,1.252000000000000028e+02
3.297729999999999961e+01,1.140253000000000014e+02
2.987500000000000000e+01,1.215491999999999990e+02
3.830369999999999919e+01,1.168452000000000055e+02
3.204999999999999716e+01,1.187667000000000002e+02
3.186390000000000100e+01,1.172807999999999993e+02
2.119669999999999987e+01,1.104030999999999949e+02
2.724180000000000135e+01,1.114724999999999966e+02
2.689679999999999893e+01,1.125857000000000028e+02
3.198290000000000077e+01,1.208872999999999962e+02
3.339359999999999928e+01,1.201338999999999970e+02
2.281919999999999860e+01,1.083149999999999977e+02
3.426670000000000016e+01,1.089000000000000057e+02
4.180389999999999873e+01,1.234257999999999953e+02
3.962919999999999732e+01,1.181741999999999990e+02
3.474920000000000186e+01,1.136604999999999990e+02
3.442589999999999861e+01,1.156466999999999956e+02
3.739970000000000283e+01,1.212664000000000044e+02
3.212639999999999674e+01,1.140671999999999997e+02
2.844190000000000040e+01,1.179633000000000038e+02
3.465870000000000317e+01,1.124244999999999948e+02
2.730189999999999984e+01,1.052862999999999971e+02
2.491390000000000171e+01,1.185858000000000061e+02
3.025000000000000000e+01,1.201675000000000040e+02
3.044999999999999929e+01,1.148750000000000000e+02
2.166179999999999950e+01,1.109177999999999997e+02
2.504329999999999856e+01,1.027061000000000064e+02
3.079909999999999926e+01,1.060784000000000020e+02
2.770499999999999829e+01,1.069335999999999984e+02
3.175420000000000087e+01,1.165078000000000031e+02
2.355330000000000013e+01,1.163649000000000058e+02
2.780409999999999826e+01,1.143829999999999956e+02
2.903969999999999985e+01,1.116838999999999942e+02
2.865830000000000055e+01,1.214221000000000004e+02
3.645000000000000284e+01,1.159832999999999998e+02
2.551020000000000110e+01,1.038028999999999940e+02
3.611670000000000158e+01,1.204000000000000057e+02
3.121519999999999939e+01,1.074946999999999946e+02
3.363329999999999842e+01,1.169682999999999993e+02
3.206539999999999679e+01,1.121530999999999949e+02
3.529919999999999902e+01,1.138850999999999942e+02
3.620009999999999906e+01,1.170808999999999997e+02
2.262930000000000064e+01,1.101507000000000005e+02
3.745130000000000337e+01,1.163105000000000047e+02
2.645149999999999935e+01,1.115952999999999946e+02
4.663839999999999719e+01,1.269808000000000021e+02
4.733979999999999677e+01,1.239512000000000000e+02
2.910460000000000136e+01,1.196494000000000000e+02
2.337349999999999994e+01,1.166941000000000059e+02
3.449960000000000093e+01,1.094684000000000026e+02
3.393310000000000315e+01,1.182831000000000046e+02
3.130399999999999849e+01,1.206163999999999987e+02
2.607689999999999841e+01,1.192917000000000058e+02
2.733279999999999887e+01,1.037143999999999977e+02
3.122309999999999874e+01,1.215396999999999963e+02
2.450929999999999964e+01,1.176611999999999938e+02
3.386260000000000048e+01,1.157741999999999933e+02
2.868420000000000059e+01,1.158872000000000071e+02
3.435000000000000142e+01,1.087167000000000030e+02
3.248310000000000031e+01,1.199000000000000057e+02
2.754939999999999856e+01,1.099591999999999956e+02
2.711720000000000041e+01,1.149792999999999950e+02
3.146689999999999898e+01,1.047385000000000019e+02
3.092729999999999890e+01,1.139110000000000014e+02
3.000000000000000000e+01,1.205832999999999942e+02
3.503040000000000020e+01,1.109980000000000047e+02
3.373499999999999943e+01,1.132998999999999938e+02
2.311149999999999949e+01,1.144151999999999987e+02
3.350000000000000000e+01,1.191330999999999989e+02
3.459060000000000201e+01,1.191800999999999959e+02
2.579889999999999972e+01,1.130267000000000053e+02
2.526670000000000016e+01,1.102832999999999970e+02
